2025-08-01T03:49:45.768550,CHD,93.73,63.47,0.25,0.27,72.50,57.05,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:49:49.489498,CLX,125.33,21.58,0.30,0.24,42.04,28.44,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:49:50.742662,CMS,73.82,31.82,0.13,0.17,39.82,12.61,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:49:54.364135,CAG,18.26,44.10,0.04,0.24,24.23,14.63,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:49:56.018679,STZ,166.94,56.40,0.35,0.21,35.09,19.27,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:49:56.713916,CEG,347.84,25.40,0.74,0.21,17.62,-0.78,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:50:00.248712,CSGP,95.19,34.70,0.17,0.18,3.41,-1.35,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout
2025-08-01T03:50:12.064048,DPZ,463.21,33.96,0.95,0.20,6.73,3.29,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:50:14.925805,DTE,138.39,22.05,0.22,0.16,40.00,18.27,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:50:17.514069,EBAY,91.75,23.62,0.32,0.35,22.52,11.78,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:50:18.674536,EIX,52.12,30.26,0.13,0.24,27.12,13.53,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;RSI 📈;Price > SMA20
2025-08-01T03:50:21.031767,EMR,145.51,28.59,0.26,0.18,34.94,15.54,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:50:22.161752,ETR,90.43,25.29,0.18,0.20,50.55,25.04,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;Price > SMA20
2025-08-01T03:50:23.611824,EQT,53.75,20.66,0.13,0.25,3.71,-2.34,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;Price > SMA20
2025-08-01T03:50:25.438130,EQR,63.18,52.70,0.14,0.22,25.68,8.35,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:50:26.719878,ESS,260.10,56.73,0.62,0.24,40.53,20.33,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:50:28.970293,ES,66.13,35.57,0.12,0.18,31.06,15.79,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:50:29.711171,EXC,44.94,28.85,0.09,0.19,29.17,8.35,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:50:30.449236,EXE,104.78,49.50,0.21,0.20,12.89,4.90,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:50:35.610152,FRT,92.14,23.85,0.17,0.18,22.04,5.97,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:50:38.337455,FE,42.70,25.24,0.09,0.21,32.60,11.48,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:50:39.586311,F,11.08,37.11,0.03,0.25,13.51,8.29,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:50:45.044738,GEHC,71.32,31.53,0.16,0.23,11.36,1.62,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:50:45.762834,GEV,660.39,20.67,1.80,0.27,13.01,3.80,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:50:47.563926,GD,311.64,28.35,0.37,0.12,33.31,15.46,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:50:48.243446,GIS,48.99,40.43,0.08,0.16,18.98,7.33,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:50:49.849318,GPC,128.90,23.96,0.24,0.18,21.43,13.32,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:50:50.629209,GILD,112.29,41.95,0.30,0.26,6.92,-8.11,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:51:00.647239,HRL,28.07,31.37,0.06,0.20,32.79,24.51,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:51:03.721290,HUM,249.62,23.66,0.97,0.39,6.25,0.79,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:51:07.893170,INCY,74.89,58.29,0.22,0.30,10.66,7.93,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:51:12.253526,IPG,24.61,39.87,0.06,0.26,9.43,8.86,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout
2025-08-01T03:51:15.202458,IQV,185.89,30.18,0.51,0.28,14.65,5.93,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:51:18.202543,J,141.88,26.31,0.24,0.17,28.00,17.47,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:51:20.560172,JNPR,0.00,49.78,0.01,inf,28.22,20.59,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;ATR % ≥ 0.5%
2025-08-01T03:51:24.690315,KIM,21.23,54.92,0.05,0.24,16.97,5.23,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:51:25.412507,KMI,28.05,41.94,0.04,0.15,26.91,4.64,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:51:28.654435,LH,259.98,36.33,0.48,0.19,43.35,20.01,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:51:29.954998,LW,57.05,21.01,0.16,0.28,29.30,14.88,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:51:38.870135,MAR,263.83,28.76,0.53,0.20,43.73,30.73,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:51:40.218342,MLM,575.16,21.19,1.06,0.18,18.88,11.25,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:51:47.530878,MU,109.14,32.26,0.36,0.33,11.18,-1.06,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:51:52.586173,MNST,58.75,72.54,0.22,0.38,57.13,49.44,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:51:59.299971,NEE,71.06,27.78,0.15,0.20,26.68,13.83,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:52:00.043949,NKE,74.69,47.41,0.18,0.24,15.80,6.43,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;Price > SMA20
2025-08-01T03:52:02.793165,NOC,576.59,37.98,0.57,0.10,23.77,7.45,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;RSI 📈;Price > SMA20
2025-08-01T03:52:03.558745,NCLH,25.55,28.63,0.10,0.40,15.82,7.12,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:52:05.381905,NVDA,177.87,20.36,0.53,0.30,7.91,-2.30,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;Price > SMA20
2025-08-01T03:52:08.319959,ODFL,149.25,27.91,0.52,0.35,38.87,26.73,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:52:11.701403,PCAR,98.76,25.18,0.20,0.20,24.73,14.52,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:52:16.135020,PYPL,68.76,23.24,0.14,0.20,33.08,19.18,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:52:17.869721,PFE,23.29,59.71,0.06,0.24,19.49,-2.34,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:52:20.172357,PNW,90.68,23.32,0.14,0.16,36.84,21.44,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:52:24.711377,PLD,106.78,22.33,0.23,0.22,10.13,0.34,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:52:26.611675,PTC,214.81,40.05,0.64,0.30,19.32,10.33,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:52:28.405235,PWR,406.39,20.58,0.85,0.21,10.26,-6.03,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:52:31.900755,O,56.16,50.76,0.08,0.15,25.68,13.84,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:52:32.673084,REG,71.40,31.66,0.13,0.18,15.61,13.66,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:52:33.416250,REGN,545.46,52.15,1.36,0.25,5.72,-4.52,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout
2025-08-01T03:52:41.379647,STX,157.01,39.60,0.50,0.32,8.88,3.99,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;RSI 📈;Price > SMA20
2025-08-01T03:52:43.659113,SPG,163.82,22.21,0.29,0.18,4.88,-4.48,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:52:44.928971,SJM,107.29,44.45,0.23,0.21,20.20,14.72,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout
2025-08-01T03:52:47.239108,SO,94.44,33.57,0.23,0.25,15.96,2.18,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:52:55.797318,TRGP,166.37,27.31,0.30,0.18,5.56,-1.78,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:53:02.332210,TSCO,56.95,52.86,0.12,0.20,5.02,-2.29,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:53:05.769061,TYL,584.48,67.76,1.94,0.33,10.30,-0.66,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;RSI 📈;Price > SMA20
2025-08-01T03:53:08.105015,UDR,39.28,38.02,0.10,0.26,6.02,-5.11,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:53:11.555462,UNH,249.58,44.55,0.85,0.34,24.25,11.74,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:53:15.445134,VRSK,278.71,33.01,0.60,0.22,29.47,21.09,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;RSI 📈;Price > SMA20
2025-08-01T03:53:17.479550,VTRS,8.74,56.07,0.02,0.26,12.06,3.96,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:53:23.317104,DIS,119.10,21.88,0.17,0.14,29.62,13.26,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:53:25.787196,WEC,109.10,21.76,0.17,0.16,23.13,8.01,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:53:27.784880,WST,239.02,69.80,0.63,0.26,27.59,10.49,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:53:32.011662,WYNN,109.03,29.86,0.22,0.21,21.86,16.41,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:53:33.344381,XYL,144.67,39.92,0.40,0.28,22.76,17.06,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;RSI 📈;Price > SMA20
2025-08-01T03:53:48.146171,ARE,76.39,35.51,0.18,0.23,4.65,-2.57,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:53:51.003558,GOOGL,191.90,25.60,0.38,0.20,41.73,15.78,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;Price > SMA20
2025-08-01T03:53:51.807390,GOOG,192.86,29.70,0.36,0.19,36.63,12.99,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:53:56.995453,AWK,140.24,23.27,0.36,0.26,32.48,29.81,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;Price > SMA20
2025-08-01T03:53:59.595389,ADI,224.63,20.36,0.49,0.22,11.64,0.06,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;Price > SMA20
2025-08-01T03:54:03.106870,AMAT,180.06,20.28,0.52,0.29,11.32,-2.00,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:54:07.261090,ATO,155.89,22.45,0.23,0.15,48.03,23.61,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;Price > SMA20
2025-08-01T03:54:17.477548,BKNG,5504.06,20.63,9.50,0.17,38.30,12.72,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;ATR14 ≥ 2.0
2025-08-01T03:54:21.235200,BLDR,127.32,48.16,0.55,0.43,6.91,-2.50,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:54:24.648925,CPT,109.15,49.92,0.25,0.23,14.59,8.46,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout
2025-08-01T03:54:26.411184,CAH,155.03,33.73,0.37,0.24,15.79,2.69,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:54:35.791298,CHD,93.73,63.47,0.25,0.27,72.50,57.05,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:54:39.373648,CLX,125.33,21.58,0.30,0.24,42.04,28.44,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:54:40.592246,CMS,73.82,31.82,0.13,0.17,39.82,12.61,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:54:43.987038,CAG,18.26,44.10,0.04,0.24,24.23,14.63,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:54:45.679354,STZ,166.94,56.40,0.35,0.21,35.09,19.27,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:54:46.471069,CEG,347.84,25.40,0.74,0.21,17.62,-0.78,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:54:49.721586,CSGP,95.19,34.70,0.17,0.18,3.41,-1.35,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout
2025-08-01T03:55:02.200733,DPZ,463.21,33.96,0.95,0.20,6.73,3.29,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:55:05.330849,DTE,138.39,22.05,0.22,0.16,40.00,18.27,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:55:08.219493,EBAY,91.75,23.62,0.32,0.35,22.52,11.78,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:55:09.389292,EIX,52.12,30.26,0.13,0.24,27.12,13.53,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;RSI 📈;Price > SMA20
2025-08-01T03:55:11.773631,EMR,145.51,28.59,0.26,0.18,34.94,15.54,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:55:13.078857,ETR,90.43,25.29,0.18,0.20,50.55,25.04,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;Price > SMA20
2025-08-01T03:55:14.957428,EQT,53.75,20.66,0.13,0.25,3.71,-2.34,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;Price > SMA20
2025-08-01T03:55:16.946021,EQR,63.18,52.70,0.14,0.22,25.68,8.35,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:55:18.191977,ESS,260.10,56.73,0.62,0.24,40.53,20.33,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:55:20.588650,ES,66.13,35.57,0.12,0.18,31.06,15.79,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:55:21.374501,EXC,44.94,28.85,0.09,0.19,29.17,8.35,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:55:22.165021,EXE,104.78,49.50,0.21,0.20,12.89,4.90,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:55:27.510097,FRT,92.14,23.85,0.17,0.18,22.04,5.97,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:55:30.740133,FE,42.70,25.24,0.09,0.21,32.60,11.48,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:55:32.008494,F,11.08,37.11,0.03,0.25,13.51,8.29,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:55:37.612129,GEHC,71.32,31.53,0.16,0.23,11.36,1.62,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:55:38.385232,GEV,660.39,20.67,1.80,0.27,13.01,3.80,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:55:40.078651,GD,311.64,28.35,0.37,0.12,33.31,15.46,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:55:40.852858,GIS,48.99,40.43,0.08,0.16,18.98,7.33,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:55:42.172514,GPC,128.90,23.96,0.24,0.18,21.43,13.32,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:55:42.933760,GILD,112.29,41.95,0.30,0.26,6.92,-8.11,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:55:52.447666,HRL,28.07,31.37,0.06,0.20,32.79,24.51,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:55:55.518302,HUM,249.62,23.66,0.97,0.39,6.25,0.79,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:55:59.533841,INCY,74.89,58.29,0.22,0.30,10.66,7.93,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:56:03.714632,IPG,24.61,39.87,0.06,0.26,9.43,8.86,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout
2025-08-01T03:56:06.806190,IQV,185.89,30.18,0.51,0.28,14.65,5.93,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:56:09.820121,J,141.88,26.31,0.24,0.17,28.00,17.47,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:56:12.155681,JNPR,0.00,49.78,0.01,inf,28.22,20.59,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;ATR % ≥ 0.5%
2025-08-01T03:56:16.444132,KIM,21.23,54.92,0.05,0.24,16.97,5.23,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:56:17.255167,KMI,28.05,41.94,0.04,0.15,26.91,4.64,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:56:20.995408,LH,259.98,36.33,0.48,0.19,43.35,20.01,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:56:22.370671,LW,57.05,21.01,0.16,0.28,29.30,14.88,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:56:32.532511,MAR,263.83,28.76,0.53,0.20,43.73,30.73,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:56:33.961024,MLM,575.16,21.19,1.06,0.18,18.88,11.25,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:56:41.997333,MU,109.14,32.26,0.36,0.33,11.18,-1.06,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:56:47.330388,MNST,58.75,72.54,0.22,0.38,57.13,49.44,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:56:54.304086,NEE,71.06,27.78,0.15,0.20,26.68,13.83,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:56:55.112118,NKE,74.69,47.41,0.18,0.24,15.80,6.43,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;Price > SMA20
2025-08-01T03:56:58.246086,NOC,576.59,37.98,0.57,0.10,23.77,7.45,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;RSI 📈;Price > SMA20
2025-08-01T03:56:59.101989,NCLH,25.55,28.63,0.10,0.40,15.82,7.12,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;Price > SMA20
2025-08-01T03:57:01.037403,NVDA,177.87,20.36,0.53,0.30,7.91,-2.30,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;Price > SMA20
2025-08-01T03:57:04.288782,ODFL,149.25,27.91,0.52,0.35,38.87,26.73,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:57:07.731931,PCAR,98.76,25.18,0.20,0.20,24.73,14.52,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:57:12.594537,PYPL,68.76,23.24,0.14,0.20,33.08,19.18,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:57:14.484030,PFE,23.29,59.71,0.06,0.24,19.49,-2.34,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:57:17.039308,PNW,90.68,23.32,0.14,0.16,36.84,21.44,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:57:21.854564,PLD,106.78,22.33,0.23,0.22,10.13,0.34,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:57:23.663468,PTC,214.81,40.05,0.64,0.30,19.32,10.33,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:57:25.499771,PWR,406.39,20.58,0.85,0.21,10.26,-6.03,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:57:28.866702,O,56.16,50.76,0.08,0.15,25.68,13.84,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:57:29.563085,REG,71.40,31.66,0.13,0.18,15.61,13.66,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:57:30.267659,REGN,545.46,52.15,1.36,0.25,5.72,-4.52,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout
2025-08-01T03:57:38.029923,STX,157.01,39.60,0.50,0.32,8.88,3.99,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;RSI 📈;Price > SMA20
2025-08-01T03:57:40.390575,SPG,163.82,22.21,0.29,0.18,4.88,-4.48,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:57:41.642343,SJM,107.29,44.45,0.23,0.21,20.20,14.72,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout
2025-08-01T03:57:44.144709,SO,94.44,33.57,0.23,0.25,15.96,2.18,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:57:53.257741,TRGP,166.37,27.31,0.30,0.18,5.56,-1.78,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:58:00.304248,TSCO,56.95,52.86,0.12,0.20,5.02,-2.29,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:58:04.023092,TYL,584.48,67.76,1.94,0.33,10.30,-0.66,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;RSI 📈;Price > SMA20
2025-08-01T03:58:06.529763,UDR,39.28,38.02,0.10,0.26,6.02,-5.11,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;BB breakout;RSI 📈;Price > SMA20
2025-08-01T03:58:10.090847,UNH,249.58,44.55,0.85,0.34,24.25,11.74,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:58:13.708190,VRSK,278.71,33.01,0.60,0.22,29.47,21.09,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑;RSI 📈;Price > SMA20
2025-08-01T03:58:15.655661,VTRS,8.74,56.07,0.02,0.26,12.06,3.96,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
2025-08-01T03:58:21.472883,DIS,119.10,21.88,0.17,0.14,29.62,13.26,ADX ≥ 20.0;MACD 🚀;SuperTracker ↑
